Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019]
Afghanistan,AFG,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.DOC.COMP.CD.DB1619.DFRN,13.88889,13.88889,13.88889
Afghanistan,AFG,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.BRDR.COMP.CD.DB1619.DFRN,37.5,37.5,37.5
Afghanistan,AFG,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.DOC.COMP.CD.DB1619.DFRN,0,0,0
Afghanistan,AFG,Enforcing contracts (DB17-20 methodology) - Score,ENF.CONT.COEN.DB1719.DFRN,31.75645,31.75645,31.75645
Afghanistan,AFG,Enforcing contracts: Quality of the judicial processes index (0-19) (DB17-20 methodology) - Score,ENF.CONT.COEN.QUJP.DB16.DFRN,27.77778,27.77778,27.77778
Afghanistan,AFG,Enforcing contracts: Time (days) - Score,ENF.CONT.DURS.DY.DFRN,0,0,0
Afghanistan,AFG,Enforcing contracts: Cost (% of claim) - Score,ENF.CONT.COEN.COST.ZS.DFRN,67.49156,67.49156,67.49156
Afghanistan,AFG,Enforcing contracts: Procedures (number) - Score,ENF.CONT.COEN.PROC.NO.DFRN,..,..,..
Afghanistan,AFG,Resolving insolvency - Score,RESLV.ISV.DB1519.DFRN,23.61883,51.78437,51.8685
Afghanistan,AFG,Resolving insolvency: Recovery rate (cents on the dollar) - Score,RESLV.ISV.DFRN.RCOV.RT,28.48765,28.56875,28.737
Afghanistan,AFG,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,RESLV.ISV.RCOV.RT.016.DB1519.DFRN,18.75,75,75
Afghanistan,AFG,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.COPR.03.XD.DB1519,2,2,2
Afghanistan,AFG,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),RESLV.ISV.MGDA.XD.DB1519,0,6,6
Afghanistan,AFG,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),RESLV.ISV.CPI.04.XD.DB1519,1,2,2
Afghanistan,AFG,Reorganization proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.ROPC.03.XD.DB1519,0,2,2
Albania,ALB,Starting a business - Score,IC.REG.STRT.BUS.DFRN,91.48908,91.70203,91.75909
Albania,ALB,Dealing with construction permits (DB16-20 methodology) - Score,IC.CNST.PRMT.DFRN.DB1619,52.60171,52.64734,52.67715
Albania,ALB,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,IC.CNST.PRMT.BQCI.015.DB1619.DFRN,86.66667,86.66667,86.66667
Albania,ALB,Dealing with construction permits: Cost (% of Warehouse value) - Score,IC.CNST.PRMT.COST.WRH.VAL.DFRN,65.61912,65.80166,65.92091
Albania,ALB,Dealing with construction permits: Time (days)  - Score,IC.CNST.PRMT.TM.DY.DFRN,14.12104,14.12104,14.12104
Albania,ALB,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,66.8377,66.99561,67.74847
Albania,ALB,Dealing with construction permits: Procedures (number) - Score,IC.CNST.PRMT.PROC.NO.DFRN,44,44,44
Albania,ALB,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,64.53069,64.55635,70.97943
Albania,ALB,Getting electricity: Cost to get electricity (% of income per capita) - Score,IC.ELC.ACS.COST.DFRN,93.66623,93.76886,94.46121
Albania,ALB,Getting electricity: Procedures (number) - Score,IC.ELC.PROC.NO.DFRN,50,50,50
Albania,ALB,Getting electricity: Time (days) - Score,IC.ELC.TIME.DFRN,76.95652,76.95652,76.95652
Albania,ALB,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,IC.ELC.RSTT.XD.08.DFRN.DB1619,37.5,37.5,62.5
Albania,ALB,Registering property (DB17-20 methodology) - Score,IC.REG.PRRT.DFRN.DB1719,62.19619,62.9114,63.37749
Albania,ALB,Registering property: Cost (% of property value) - Score,IC.REG.PRRT.COST.PRT.VAL.DFRN,35.73055,38.59137,40.45573
Albania,ALB,Registering property: Procedures (number) - Score,IC.REG.PRRT.PROC.NO.DFRN,66.66667,66.66667,66.66667
Albania,ALB,Registering property: Time (days) - Score,IC.REG.PRRT.DURS.TM.DRFN,91.38756,91.38756,91.38756
Albania,ALB,Registering property: Quality of land administration index (0-30) (DB17-20 methodology) - Score,IC.REG.PRRT.QUAL.LNDADM.XD.030.DB16.DFRN,55,55,55
Albania,ALB,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,70,70,70
Albania,ALB,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,IC.CRED.ACC.LGL.RGHT.012.XD.DB1519.DFRN,66.66667,66.66667,66.66667
Albania,ALB,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,IC.CRED.ACC.DPTH.CISI.XD.08.DB1519.DFRN,75,75,75
Albania,ALB,Protecting minority investors (DB15-20 methodology) - Score,PROT.MINOR.INV.DFRN.DB1519,46,46,46
Albania,ALB,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,PROT.MINOR.INV.EASE.SSI.XD.0010.DB1519.DFRN,70,70,70
Albania,ALB,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.CORP.TRANS.XD.010.DB1519.DFRN,0,0,0
Albania,ALB,Protecting minority investors: Extent of disclosure index (0-10) - Score,PROT.MINOR.INV.EXT.DISC.010.XD.DFRN,90,90,90
Albania,ALB,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.OWNR.CONTL.010.XD.DFRN,0,0,0
Albania,ALB,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.SHRHLD.RGT.XD.0010.DB1519.DRFN,0,0,0
Albania,ALB,Protecting minority investors: Extent of director liability index (0-10) - Score,PROT.MINOR.INV.EXT.DIR.LBL.010.XD.DFRN,70,70,70
Albania,ALB,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),PROT.MINOR.INV.STRENG.MIN.INV.PROT.XD.010.DB0614,23,23,23
Albania,ALB,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,64.79892,64.91484,65.15272
Albania,ALB,Paying taxes: Total tax and contribution rate (% of profit) - Score,PAY.TAX.TOT.TAX.RT.ZS.DRFRN,84.25686,84.25686,85.20838
Albania,ALB,Paying taxes: Total tax and contribution rate (% of profit),PAY.TAX.TOT.TAX.RT.ZS,37.3,37.3,36.6
Albania,ALB,Paying taxes: Labor tax and contributions (% of profits),PAY.TAX.LABR.TAX.CONTR.ZS,18.8,18.8,18.8
Albania,ALB,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,14,14,14.1
Albania,ALB,Paying taxes: Payments per year (number per year) - Score,PAY.TAX.PYMT.NO.DFRN,46.66667,46.66667,46.66667
Albania,ALB,Paying taxes: Time (hours per year) - Score,PAY.TAX.TM.DFRN,68.16074,68.62442,68.62442
Albania,ALB,Paying taxes: Postfiling index (0-100) (DB17-20 methodology) - Score,PAY.TAX.POST.FIL.XD.0100.DB1719.DFRN,60.11142,60.11142,60.11142
Albania,ALB,Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology),PAY.TAX.VAT.REF.OBT.WKS.TM.DB1719,37.02381,37.02381,37.02381
Albania,ALB,Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology) - Score,PAY.TAX.COIT.AU.HRS.TM.DB1719.DFRN,69.72477,69.72477,69.72477
Albania,ALB,Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology) - Score,PAY.TAX.COIT.WKS.TM.DB1719.DFRN,54.01786,54.01786,54.01786
Albania,ALB,Trading across borders (DB16-20 methodology) - Score,TRD.ACRS.BRDR.DB1619.DFRN,96.29094,96.29094,96.29094
Albania,ALB,Time to export: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.EXPT.BRDR.COMP.HR.DB1619,9,9,9
Albania,ALB,Time to export: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.DOC.COMP.HR.DB1619,6,6,6
Albania,ALB,Time to import: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.DOC.COMP.HR.DB1619,8,8,8
Albania,ALB,Time to import: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.BRDR.COMP.HR.DB1619,10,10,10
Albania,ALB,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.BRDR.COMP.CD.DB1619.DFRN,94.84245,94.84245,94.84245
Albania,ALB,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.DOC.COMP.CD.DB1619.DFRN,97.5,97.5,97.5
Albania,ALB,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.BRDR.COMP.CD.DB1619.DFRN,93.55833,93.55833,93.55833
Albania,ALB,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.DOC.COMP.CD.DB1619.DFRN,98.57143,98.57143,98.57143
Albania,ALB,Enforcing contracts (DB17-20 methodology) - Score,ENF.CONT.COEN.DB1719.DFRN,54.33875,53.51698,53.51698
Albania,ALB,Enforcing contracts: Quality of the judicial processes index (0-19) (DB17-20 methodology) - Score,ENF.CONT.COEN.QUJP.DB16.DFRN,33.33333,41.66667,41.66667
Albania,ALB,Enforcing contracts: Time (days) - Score,ENF.CONT.DURS.DY.DFRN,66.80328,66.80328,66.80328
Albania,ALB,Enforcing contracts: Cost (% of claim) - Score,ENF.CONT.COEN.COST.ZS.DFRN,62.87964,52.08099,52.08099
Albania,ALB,Enforcing contracts: Procedures (number) - Score,ENF.CONT.COEN.PROC.NO.DFRN,..,..,..
Albania,ALB,Resolving insolvency - Score,RESLV.ISV.DB1519.DFRN,66.13072,67.41624,67.73092
Albania,ALB,Resolving insolvency: Recovery rate (cents on the dollar) - Score,RESLV.ISV.DFRN.RCOV.RT,44.76144,47.33248,47.96184
Albania,ALB,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,RESLV.ISV.RCOV.RT.016.DB1519.DFRN,87.5,87.5,87.5
Albania,ALB,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.COPR.03.XD.DB1519,3,3,3
Albania,ALB,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),RESLV.ISV.MGDA.XD.DB1519,6,6,6
Albania,ALB,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),RESLV.ISV.CPI.04.XD.DB1519,2,2,2
Albania,ALB,Reorganization proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.ROPC.03.XD.DB1519,3,3,3
Algeria,DZA,Starting a business - Score,IC.REG.STRT.BUS.DFRN,77.86347,77.94755,78.01386
Algeria,DZA,Dealing with construction permits (DB16-20 methodology) - Score,IC.CNST.PRMT.DFRN.DB1619,62.94321,64.59323,65.26224
Algeria,DZA,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,IC.CNST.PRMT.BQCI.015.DB1619.DFRN,80,80,80
Algeria,DZA,Dealing with construction permits: Cost (% of Warehouse value) - Score,IC.CNST.PRMT.COST.WRH.VAL.DFRN,59.47314,64.63227,67.30832
Algeria,DZA,Dealing with construction permits: Time (days)  - Score,IC.CNST.PRMT.TM.DY.DFRN,68.29971,69.74063,69.74063
Algeria,DZA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,46.22686,48.49803,48.59758
Algeria,DZA,Dealing with construction permits: Procedures (number) - Score,IC.CNST.PRMT.PROC.NO.DFRN,44,44,44
Algeria,DZA,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,62.01901,71.8819,72.13313
Algeria,DZA,Getting electricity: Cost to get electricity (% of income per capita) - Score,IC.ELC.ACS.COST.DFRN,89.34417,87.05659,88.0615
Algeria,DZA,Getting electricity: Procedures (number) - Score,IC.ELC.PROC.NO.DFRN,66.66667,66.66667,66.66667
Algeria,DZA,Getting electricity: Time (days) - Score,IC.ELC.TIME.DFRN,29.56522,71.30435,71.30435
Algeria,DZA,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,IC.ELC.RSTT.XD.08.DFRN.DB1619,62.5,62.5,62.5
Algeria,DZA,Registering property (DB17-20 methodology) - Score,IC.REG.PRRT.DFRN.DB1719,43.8311,44.25908,44.268
Algeria,DZA,Registering property: Cost (% of property value) - Score,IC.REG.PRRT.COST.PRT.VAL.DFRN,52.82838,52.87365,52.90934
Algeria,DZA,Registering property: Procedures (number) - Score,IC.REG.PRRT.PROC.NO.DFRN,25,25,25
Algeria,DZA,Registering property: Time (days) - Score,IC.REG.PRRT.DURS.TM.DRFN,74.16268,74.16268,74.16268
Algeria,DZA,Registering property: Quality of land administration index (0-30) (DB17-20 methodology) - Score,IC.REG.PRRT.QUAL.LNDADM.XD.030.DB16.DFRN,23.33333,25,25
Algeria,DZA,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,10,10,10
Algeria,DZA,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,IC.CRED.ACC.LGL.RGHT.012.XD.DB1519.DFRN,16.66667,16.66667,16.66667
Algeria,DZA,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,IC.CRED.ACC.DPTH.CISI.XD.08.DB1519.DFRN,0,0,0
Algeria,DZA,Protecting minority investors (DB15-20 methodology) - Score,PROT.MINOR.INV.DFRN.DB1519,20,20,20
Algeria,DZA,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,PROT.MINOR.INV.EASE.SSI.XD.0010.DB1519.DFRN,50,50,50
Algeria,DZA,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.CORP.TRANS.XD.010.DB1519.DFRN,0,0,0
Algeria,DZA,Protecting minority investors: Extent of disclosure index (0-10) - Score,PROT.MINOR.INV.EXT.DISC.010.XD.DFRN,40,40,40
Algeria,DZA,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.OWNR.CONTL.010.XD.DFRN,0,0,0
Algeria,DZA,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.SHRHLD.RGT.XD.0010.DB1519.DRFN,0,0,0
Algeria,DZA,Protecting minority investors: Extent of director liability index (0-10) - Score,PROT.MINOR.INV.EXT.DIR.LBL.010.XD.DFRN,10,10,10
Algeria,DZA,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),PROT.MINOR.INV.STRENG.MIN.INV.PROT.XD.010.DB0614,10,10,10
Algeria,DZA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,53.85141,53.85141,53.85141
Algeria,DZA,Paying taxes: Total tax and contribution rate (% of profit) - Score,PAY.TAX.TOT.TAX.RT.ZS.DRFRN,39.01985,39.01985,39.01985
Algeria,DZA,Paying taxes: Total tax and contribution rate (% of profit),PAY.TAX.TOT.TAX.RT.ZS,66.1,66.1,66.1
Algeria,DZA,Paying taxes: Labor tax and contributions (% of profits),PAY.TAX.LABR.TAX.CONTR.ZS,31.1,31.1,31.1
Algeria,DZA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,8.1,8.1,8.1
Algeria,DZA,Paying taxes: Payments per year (number per year) - Score,PAY.TAX.PYMT.NO.DFRN,60,60,60
Algeria,DZA,Paying taxes: Time (hours per year) - Score,PAY.TAX.TM.DFRN,66.61515,66.61515,66.61515
Algeria,DZA,Paying taxes: Postfiling index (0-100) (DB17-20 methodology) - Score,PAY.TAX.POST.FIL.XD.0100.DB1719.DFRN,49.77064,49.77064,49.77064
Algeria,DZA,Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology),PAY.TAX.VAT.REF.OBT.WKS.TM.DB1719,..,..,..
Algeria,DZA,Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology) - Score,PAY.TAX.COIT.AU.HRS.TM.DB1719.DFRN,99.08257,99.08257,99.08257
Algeria,DZA,Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology) - Score,PAY.TAX.COIT.WKS.TM.DB1719.DFRN,100,100,100
Algeria,DZA,Trading across borders (DB16-20 methodology) - Score,TRD.ACRS.BRDR.DB1619.DFRN,27.742,38.42879,38.42879
Algeria,DZA,Time to export: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.EXPT.BRDR.COMP.HR.DB1619,80,80,80
Algeria,DZA,Time to export: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.DOC.COMP.HR.DB1619,149.1429,149.1429,149.1429
Algeria,DZA,Time to import: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.DOC.COMP.HR.DB1619,248.7273,96,96
Algeria,DZA,Time to import: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.BRDR.COMP.HR.DB1619,327.3896,209.5714,209.5714
Algeria,DZA,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.BRDR.COMP.CD.DB1619.DFRN,44.06709,44.06709,44.06709
Algeria,DZA,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.DOC.COMP.CD.DB1619.DFRN,6.38889,6.38889,6.38889
Algeria,DZA,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.BRDR.COMP.CD.DB1619.DFRN,65.93519,65.93519,65.93519
Algeria,DZA,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.DOC.COMP.CD.DB1619.DFRN,42.88889,42.88889,42.88889
Algeria,DZA,Enforcing contracts (DB17-20 methodology) - Score,ENF.CONT.COEN.DB1719.DFRN,54.78094,54.78094,54.78094
Algeria,DZA,Enforcing contracts: Quality of the judicial processes index (0-19) (DB17-20 methodology) - Score,ENF.CONT.COEN.QUJP.DB16.DFRN,30.55556,30.55556,30.55556
Algeria,DZA,Enforcing contracts: Time (days) - Score,ENF.CONT.DURS.DY.DFRN,58.19672,58.19672,58.19672
Algeria,DZA,Enforcing contracts: Cost (% of claim) - Score,ENF.CONT.COEN.COST.ZS.DFRN,75.59055,75.59055,75.59055
Algeria,DZA,Enforcing contracts: Procedures (number) - Score,ENF.CONT.COEN.PROC.NO.DFRN,..,..,..
Algeria,DZA,Resolving insolvency - Score,RESLV.ISV.DB1519.DFRN,49.23743,49.23743,49.23743
Algeria,DZA,Resolving insolvency: Recovery rate (cents on the dollar) - Score,RESLV.ISV.DFRN.RCOV.RT,54.72487,54.72487,54.72487
Algeria,DZA,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,RESLV.ISV.RCOV.RT.016.DB1519.DFRN,43.75,43.75,43.75
Algeria,DZA,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.COPR.03.XD.DB1519,3,3,3
Algeria,DZA,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),RESLV.ISV.MGDA.XD.DB1519,2,2,2
Algeria,DZA,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),RESLV.ISV.CPI.04.XD.DB1519,1,1,1
Algeria,DZA,Reorganization proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.ROPC.03.XD.DB1519,1,1,1
Angola,AGO,Starting a business - Score,IC.REG.STRT.BUS.DFRN,78.61719,79.04553,79.4006
Angola,AGO,Dealing with construction permits (DB16-20 methodology) - Score,IC.CNST.PRMT.DFRN.DB1619,64.57157,64.99177,65.32993
Angola,AGO,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,IC.CNST.PRMT.BQCI.015.DB1619.DFRN,40,40,40
Angola,AGO,Dealing with construction permits: Cost (% of Warehouse value) - Score,IC.CNST.PRMT.COST.WRH.VAL.DFRN,91.81942,93.50022,94.85288
Angola,AGO,Dealing with construction permits: Time (days)  - Score,IC.CNST.PRMT.TM.DY.DFRN,54.46686,54.46686,54.46686
